# 1D spherical import for Sirocco — Owocki+2017 super-Eddington wind
# f=m/m_max=0.9, Γ₀=1.222222, m=0.163636, w_sg=0 (tiring_solver, runs_f/)
# m_sph = 0.2/Γ₀ (Ṁ_out=Ṁ, h=0.3) → R = ṀGM/(0.2 L_Edd)
# M_bh=1.989e+39 g, Ṁ=5.0 M☉/yr
# L_o=1.798e+44 erg/s,  κ_es=0.34 cm²/g
# Heating radius R = 1.4219e+15 cm; τ_es(R) ≈ 321
# r_in  (τ_es=100)  = 3.1676e+15 cm
# r_ph  (τ_es=1)    = 2.3317e+17 cm
# r_out (=10×r_ph)  = 2.3317e+18 cm
# n_cells=100, T_core=12593 K
# i  r(cm)  v_r(cm/s)  mass_rho(g/cm^3)  t_e(K)
33  2.61911658e+16  3.39976584e+07  1.15153984e-15  10000.0
34  2.79784928e+16  3.41637161e+07  1.00404849e-15  10000.0
35  2.98877897e+16  3.43201582e+07  8.75722802e-16  10000.0
36  3.19273802e+16  3.44674821e+07  7.64022921e-16  10000.0
37  3.41061556e+16  3.46061552e+07  6.66755116e-16  10000.0
38  3.64336140e+16  3.47366533e+07  5.82021531e-16  10000.0
39  3.89199020e+16  3.48594032e+07  5.08179944e-16  10000.0
40  4.15758582e+16  3.49748306e+07  4.43808465e-16  10000.0
41  4.44130611e+16  3.50833535e+07  3.87674088e-16  10000.0
42  4.74438793e+16  3.51853361e+07  3.38707950e-16  10000.0
43  5.06815253e+16  3.52811606e+07  2.95982538e-16  10000.0
44  5.41401134e+16  3.53711842e+07  2.58692566e-16  10000.0
45  5.78347212e+16  3.54557115e+07  2.26138155e-16  10000.0
46  6.17814548e+16  3.55351019e+07  1.97711225e-16  10000.0
47  6.59975199e+16  3.56096138e+07  1.72883005e-16  10000.0
48  7.05012959e+16  3.56795496e+07  1.51193450e-16  10000.0
49  7.53124168e+16  3.57451845e+07  1.32241894e-16  10000.0
50  8.04518563e+16  3.58067735e+07  1.15679817e-16  10000.0
51  8.59420194e+16  3.58645585e+07  1.01203446e-16  10000.0
52  9.18068399e+16  3.59187630e+07  8.85479343e-17  10000.0
53  9.80718851e+16  3.59695985e+07  7.74827256e-17  10000.0
54  1.04764467e+17  3.60172460e+07  6.78065426e-17  10000.0
55  1.11913761e+17  3.60619479e+07  5.93439260e-17  10000.0
56  1.19550935e+17  3.61038418e+07  5.19416703e-17  10000.0
57  1.27709282e+17  3.61431266e+07  4.54661999e-17  10000.0
58  1.36424367e+17  3.61799569e+07  3.98008839e-17  10000.0
59  1.45734183e+17  3.62145069e+07  3.48438423e-17  10000.0
60  1.55679316e+17  3.62468182e+07  3.05060701e-17  10000.0
61  1.66303121e+17  3.62771526e+07  2.67098923e-17  10000.0
62  1.77651912e+17  3.63055927e+07  2.33873748e-17  10000.0
63  1.89775162e+17  3.63322099e+07  2.04792196e-17  10000.0
64  2.02725721e+17  3.63571522e+07  1.79335526e-17  10000.0
65  2.16560048e+17  3.63804875e+07  1.57050472e-17  10000.0
66  2.31338451e+17  3.64023663e+07  1.37540506e-17  10000.0
67  2.47125356e+17  3.64229410e+07  1.20458827e-17  10000.0
68  2.63989585e+17  3.64420842e+07  1.05502571e-17  10000.0
69  2.82004656e+17  3.64601156e+07  9.24064443e-18  10000.0
70  3.01249103e+17  3.64769823e+07  8.09387087e-18  10000.0
71  3.21806823e+17  3.64927307e+07  7.08961817e-18  10000.0
72  3.43767434e+17  3.65075061e+07  6.21014234e-18  10000.0
73  3.67226672e+17  3.65213526e+07  5.43991256e-18  10000.0
74  3.92286806e+17  3.65343200e+07  4.76533674e-18  10000.0
75  4.19057083e+17  3.65464656e+07  4.17450899e-18  10000.0
76  4.47654207e+17  3.65578555e+07  3.65701903e-18  10000.0
77  4.78202845e+17  3.65685666e+07  3.20374592e-18  10000.0
78  5.10836170e+17  3.65785341e+07  2.80670660e-18  10000.0
79  5.45696445e+17  3.65877928e+07  2.45891199e-18  10000.0
80  5.82935641e+17  3.65965712e+07  2.15424926e-18  10000.0
81  6.22716100e+17  3.66048106e+07  1.88737390e-18  10000.0
82  6.65211240e+17  3.66123739e+07  1.65357577e-18  10000.0
83  7.10606316e+17  3.66197480e+07  1.44876407e-18  10000.0
84  7.59099225e+17  3.66262577e+07  1.26933527e-18  10000.0
85  8.10901367e+17  3.66327652e+07  1.11214195e-18  10000.0
86  8.66238571e+17  3.66384268e+07  9.74426266e-19  10000.0
87  9.25352073e+17  3.66440663e+07  8.53774483e-19  10000.0
88  9.88499575e+17  3.66491505e+07  7.48064055e-19  10000.0
89  1.05595636e+18  3.66539204e+07  6.55455630e-19  10000.0
90  1.12801651e+18  3.66586909e+07  5.74311892e-19  10000.0
91  1.20499416e+18  3.66626974e+07  5.03218050e-19  10000.0
92  1.28722488e+18  3.66665964e+07  4.40931430e-19  10000.0
93  1.37506716e+18  3.66704959e+07  3.86354435e-19  10000.0
94  1.46890394e+18  3.66739618e+07  3.38532796e-19  10000.0
95  1.56914429e+18  3.66769874e+07  2.96637405e-19  10000.0
96  1.67622519e+18  3.66800132e+07  2.59926834e-19  10000.0
97  1.79061348e+18  3.66830392e+07  2.27759405e-19  10000.0
98  1.91280780e+18  3.66859439e+07  1.99572879e-19  10000.0
99  2.04334085e+18  3.66880915e+07  1.74877271e-19  10000.0
100  2.18278169e+18  3.66902392e+07  1.53238883e-19  10000.0
101  2.33173820e+18  3.66923870e+07  1.34277914e-19  10000.0
