# 1D spherical import for Sirocco — Owocki+2017 super-Eddington wind
# f=m/m_max=0.9, Γ₀=1.222222, m=0.163636, w_sg=0 (tiring_solver, runs_f/)
# m_sph = 0.2/Γ₀ (Ṁ_out=Ṁ, h=0.3) → R = ṀGM/(0.2 L_Edd)
# M_bh=1.989e+39 g, Ṁ=10.0 M☉/yr
# L_o=1.798e+44 erg/s,  κ_es=0.34 cm²/g
# Heating radius R = 2.8438e+15 cm; τ_es(R) ≈ 455
# r_in  (τ_es=100)  = 8.3419e+15 cm
# r_ph  (τ_es=1)    = 6.5867e+17 cm
# r_out (=10×r_ph)  = 6.5867e+18 cm
# n_cells=100, T_core=7760 K
# i  r(cm)  v_r(cm/s)  mass_rho(g/cm^3)  t_e(K)
32  6.59873049e+16  2.44217288e+07  5.05196669e-16  10000.0
33  7.05398356e+16  2.45178498e+07  4.40301089e-16  10000.0
34  7.54064500e+16  2.46082233e+07  3.83840271e-16  10000.0
35  8.06088170e+16  2.46931670e+07  3.34700290e-16  10000.0
36  8.61701006e+16  2.47729803e+07  2.91917317e-16  10000.0
37  9.21150628e+16  2.48479422e+07  2.54656988e-16  10000.0
38  9.84701739e+16  2.49183441e+07  2.22196724e-16  10000.0
39  1.05263731e+17  2.49844489e+07  1.93910158e-16  10000.0
40  1.12525981e+17  2.50464875e+07  1.69254150e-16  10000.0
41  1.20289262e+17  2.51046975e+07  1.47757334e-16  10000.0
42  1.28588140e+17  2.51593188e+07  1.29010608e-16  10000.0
43  1.37459565e+17  2.52105582e+07  1.12658535e-16  10000.0
44  1.46943039e+17  2.52586091e+07  9.83922664e-17  10000.0
45  1.57080788e+17  2.53036691e+07  8.59434627e-17  10000.0
46  1.67917950e+17  2.53459183e+07  7.50785288e-17  10000.0
47  1.79502779e+17  2.53855194e+07  6.55944372e-17  10000.0
48  1.91886856e+17  2.54226417e+07  5.73142857e-17  10000.0
49  2.05125324e+17  2.54574254e+07  5.00842196e-17  10000.0
50  2.19277127e+17  2.54900348e+07  4.37701795e-17  10000.0
51  2.34405277e+17  2.55205664e+07  3.82553734e-17  10000.0
52  2.50577134e+17  2.55491823e+07  3.34380637e-17  10000.0
53  2.67864703e+17  2.55759864e+07  2.92295585e-17  10000.0
54  2.86344959e+17  2.56010993e+07  2.55525083e-17  10000.0
55  3.06100187e+17  2.56246249e+07  2.23395060e-17  10000.0
56  3.27218347e+17  2.56466418e+07  1.95316693e-17  10000.0
57  3.49793471e+17  2.56672571e+07  1.70777533e-17  10000.0
58  3.73926076e+17  2.56865700e+07  1.49329280e-17  10000.0
59  3.99723613e+17  2.57046513e+07  1.30581275e-17  10000.0
60  4.27300948e+17  2.57215827e+07  1.14192401e-17  10000.0
61  4.56780871e+17  2.57374591e+07  9.98647790e-18  10000.0
62  4.88294644e+17  2.57522764e+07  8.73383685e-18  10000.0
63  5.21982584e+17  2.57661744e+07  7.63862932e-18  10000.0
64  5.57994689e+17  2.57791618e+07  6.68097968e-18  10000.0
65  5.96491306e+17  2.57913738e+07  5.84360213e-18  10000.0
66  6.37643843e+17  2.58027471e+07  5.11133613e-18  10000.0
67  6.81635534e+17  2.58133877e+07  4.47095807e-18  10000.0
68  7.28662257e+17  2.58233587e+07  3.91091724e-18  10000.0
69  7.78933402e+17  2.58326953e+07  3.42111752e-18  10000.0
70  8.32672803e+17  2.58414379e+07  2.99273382e-18  10000.0
71  8.90119739e+17  2.58496333e+07  2.61805177e-18  10000.0
72  9.51529998e+17  2.58573359e+07  2.29032763e-18  10000.0
73  1.01717701e+18  2.58644586e+07  2.00366596e-18  10000.0
74  1.08735308e+18  2.58711148e+07  1.75291260e-18  10000.0
75  1.16237067e+18  2.58774183e+07  1.53356767e-18  10000.0
76  1.24256379e+18  2.58833062e+07  1.34169636e-18  10000.0
77  1.32828952e+18  2.58887311e+07  1.17384273e-18  10000.0
78  1.41992955e+18  2.58940008e+07  1.02700704e-18  10000.0
79  1.51789193e+18  2.58986611e+07  8.98549384e-19  10000.0
80  1.62261282e+18  2.59033115e+07  7.86168920e-19  10000.0
81  1.73455852e+18  2.59073526e+07  6.87851687e-19  10000.0
82  1.85422746e+18  2.59113826e+07  6.01837368e-19  10000.0
83  1.98215248e+18  2.59149959e+07  5.26581107e-19  10000.0
84  2.11890318e+18  2.59184045e+07  4.60744382e-19  10000.0
85  2.26508845e+18  2.59218137e+07  4.03139008e-19  10000.0
86  2.42135918e+18  2.59246385e+07  3.52739562e-19  10000.0
87  2.58841119e+18  2.59274249e+07  3.08645103e-19  10000.0
88  2.76698829e+18  2.59302116e+07  2.70062704e-19  10000.0
89  2.95788561e+18  2.59326278e+07  2.36303855e-19  10000.0
90  3.16195312e+18  2.59347899e+07  2.06769508e-19  10000.0
91  3.38009945e+18  2.59369523e+07  1.80926500e-19  10000.0
92  3.61329592e+18  2.59391148e+07  1.58313470e-19  10000.0
93  3.86258085e+18  2.59411009e+07  1.38526721e-19  10000.0
94  4.12906420e+18  2.59426356e+07  1.21215304e-19  10000.0
95  4.41393251e+18  2.59441704e+07  1.06067824e-19  10000.0
96  4.71845416e+18  2.59457053e+07  9.28132246e-20  10000.0
97  5.04398507e+18  2.59472403e+07  8.12149656e-20  10000.0
98  5.39197469e+18  2.59487753e+07  7.10660648e-20  10000.0
99  5.76397246e+18  2.59501808e+07  6.21854054e-20  10000.0
100  6.16163474e+18  2.59510790e+07  5.44154435e-20  10000.0
101  6.58673213e+18  2.59519771e+07  4.76166719e-20  10000.0
