# 1D spherical import for Sirocco — Owocki+2017 super-Eddington wind
# f=m/m_max=0.6, Γ₀=1.333333, m=0.150000, w_sg=0 (tiring_solver, runs_f/)
# m_sph = 0.2/Γ₀ (Ṁ_out=Ṁ, h=0.3) → R = ṀGM/(0.2 L_Edd)
# M_bh=1.989e+39 g, Ṁ=20.0 M☉/yr
# L_o=1.961e+44 erg/s,  κ_es=0.34 cm²/g
# Heating radius R = 5.6877e+15 cm; τ_es(R) ≈ 164
# r_in  (τ_es=100)  = 6.6846e+15 cm
# r_ph  (τ_es=1)    = 4.8971e+17 cm
# r_out (=10×r_ph)  = 4.8971e+18 cm
# n_cells=100, T_core=8859 K
# i  r(cm)  v_r(cm/s)  mass_rho(g/cm^3)  t_e(K)
30  4.52776831e+16  6.51679045e+07  8.03914377e-16  10000.0
31  4.83651813e+16  6.54662274e+07  7.01225873e-16  10000.0
32  5.16632168e+16  6.57455788e+07  6.11850815e-16  10000.0
33  5.51861464e+16  6.60071742e+07  5.34026171e-16  10000.0
34  5.89493056e+16  6.62521464e+07  4.66229415e-16  10000.0
35  6.29690756e+16  6.64815555e+07  4.07144328e-16  10000.0
36  6.72629549e+16  6.66963936e+07  3.55632015e-16  10000.0
37  7.18496351e+16  6.68975838e+07  3.10706110e-16  10000.0
38  7.67490823e+16  6.70859974e+07  2.71511704e-16  10000.0
39  8.19826242e+16  6.72624429e+07  2.37307202e-16  10000.0
40  8.75730429e+16  6.74276813e+07  2.07448915e-16  10000.0
41  9.35446738e+16  6.75824232e+07  1.81377736e-16  10000.0
42  9.99235119e+16  6.77273297e+07  1.58607759e-16  10000.0
43  1.06737325e+17  6.78630334e+07  1.38716448e-16  10000.0
44  1.14015774e+17  6.79901056e+07  1.21336179e-16  10000.0
45  1.21790542e+17  6.81091054e+07  1.06146955e-16  10000.0
46  1.30095474e+17  6.82205395e+07  9.28701274e-17  10000.0
47  1.38966722e+17  6.83248844e+07  8.12628983e-17  10000.0
48  1.48442902e+17  6.84225966e+07  7.11136945e-17  10000.0
49  1.58565266e+17  6.85140897e+07  6.22380292e-17  10000.0
50  1.69377877e+17  6.85997656e+07  5.44750146e-17  10000.0
51  1.80927803e+17  6.86799886e+07  4.76842795e-17  10000.0
52  1.93265322e+17  6.87551057e+07  4.17433338e-17  10000.0
53  2.06444140e+17  6.88254448e+07  3.65452311e-17  10000.0
54  2.20521625e+17  6.88913045e+07  3.19966143e-17  10000.0
55  2.35559057e+17  6.89529638e+07  2.80159278e-17  10000.0
56  2.51621897e+17  6.90107025e+07  2.45319437e-17  10000.0
57  2.68780066e+17  6.90647636e+07  2.14824157e-17  10000.0
58  2.87108256e+17  6.91153848e+07  1.88129487e-17  10000.0
59  3.06686250e+17  6.91627801e+07  1.64760045e-17  10000.0
60  3.27599274e+17  6.92071463e+07  1.44300114e-17  10000.0
61  3.49938362e+17  6.92487096e+07  1.26386291e-17  10000.0
62  3.73800759e+17  6.92875989e+07  1.10700754e-17  10000.0
63  3.99290340e+17  6.93240261e+07  9.69655386e-18  10000.0
64  4.26518063e+17  6.93581083e+07  8.49374842e-18  10000.0
65  4.55602452e+17  6.93900462e+07  7.44038879e-18  10000.0
66  4.86670114e+17  6.94199233e+07  6.51786009e-18  10000.0
67  5.19856288e+17  6.94479071e+07  5.70987804e-18  10000.0
68  5.55305438e+17  6.94741228e+07  5.00219129e-18  10000.0
69  5.93171875e+17  6.94986290e+07  4.38232509e-18  10000.0
70  6.33620435e+17  6.95216098e+07  3.83936078e-18  10000.0
71  6.76827194e+17  6.95430892e+07  3.36374417e-18  10000.0
72  7.22980234e+17  6.95632150e+07  2.94710663e-18  10000.0
73  7.72280464e+17  6.95820581e+07  2.58212352e-18  10000.0
74  8.24942490e+17  6.95996994e+07  2.26238219e-18  10000.0
75  8.81195555e+17  6.96162314e+07  1.98226715e-18  10000.0
76  9.41284533e+17  6.96316972e+07  1.73686082e-18  10000.0
77  1.00547099e+18  6.96461526e+07  1.52186002e-18  10000.0
78  1.07403435e+18  6.96597237e+07  1.33349056e-18  10000.0
79  1.14727306e+18  6.96724110e+07  1.16845275e-18  10000.0
80  1.22550594e+18  6.96842628e+07  1.02385214e-18  10000.0
81  1.30907354e+18  6.96953840e+07  8.97156473e-19  10000.0
82  1.39833964e+18  6.97058035e+07  7.86147595e-19  10000.0
83  1.49369282e+18  6.97155536e+07  6.88880935e-19  10000.0
84  1.59554816e+18  6.97246711e+07  6.03654149e-19  10000.0
85  1.70434905e+18  6.97331977e+07  5.28975919e-19  10000.0
86  1.82056910e+18  6.97411814e+07  4.63539771e-19  10000.0
87  1.94471423e+18  6.97486779e+07  4.06201543e-19  10000.0
88  2.07732485e+18  6.97557526e+07  3.55958667e-19  10000.0
89  2.21897823e+18  6.97622510e+07  3.11932198e-19  10000.0
90  2.37029099e+18  6.97683619e+07  2.73352459e-19  10000.0
91  2.53192181e+18  6.97742234e+07  2.39546120e-19  10000.0
92  2.70457428e+18  6.97794822e+07  2.09921702e-19  10000.0
93  2.88899998e+18  6.97845907e+07  1.83961677e-19  10000.0
94  3.08600172e+18  6.97892295e+07  1.61213070e-19  10000.0
95  3.29643706e+18  6.97937329e+07  1.41277868e-19  10000.0
96  3.52122205e+18  6.97977513e+07  1.23808594e-19  10000.0
97  3.76133519e+18  6.98017699e+07  1.08499700e-19  10000.0
98  4.01782171e+18  6.98052409e+07  9.50840695e-20  10000.0
99  4.29179813e+18  6.98086386e+07  8.33276960e-20  10000.0
100  4.58445707e+18  6.98119632e+07  7.30249026e-20  10000.0
101  4.89707251e+18  6.98147393e+07  6.39963182e-20  10000.0
