# 1D spherical import for Sirocco — Owocki+2017 super-Eddington wind
# f=m/m_max=0.9, Γ₀=1.222222, m=0.163636, w_sg=0 (tiring_solver, runs_f/)
# m_sph = 0.2/Γ₀ (Ṁ_out=Ṁ, h=0.3) → R = ṀGM/(0.2 L_Edd)
# M_bh=1.989e+39 g, Ṁ=15.0 M☉/yr
# L_o=1.798e+44 erg/s,  κ_es=0.34 cm²/g
# Heating radius R = 4.2658e+15 cm; τ_es(R) ≈ 557
# r_in  (τ_es=100)  = 1.4789e+16 cm
# r_ph  (τ_es=1)    = 1.2094e+18 cm
# r_out (=10×r_ph)  = 1.2094e+19 cm
# n_cells=100, T_core=5828 K
# i  r(cm)  v_r(cm/s)  mass_rho(g/cm^3)  t_e(K)
25  7.39535904e+16  1.95354070e+07  7.55024624e-16  10000.0
26  7.90834481e+16  1.96382045e+07  6.56679670e-16  10000.0
27  8.45691430e+16  1.97349956e+07  5.71340250e-16  10000.0
28  9.04353582e+16  1.98260892e+07  4.97250826e-16  10000.0
29  9.67084886e+16  1.99117851e+07  4.32899756e-16  10000.0
30  1.03416760e+17  1.99923750e+07  3.76983206e-16  10000.0
31  1.10590358e+17  2.00681244e+07  3.28376414e-16  10000.0
32  1.18261558e+17  2.01393088e+07  2.86107973e-16  10000.0
33  1.26464878e+17  2.02061811e+07  2.49338558e-16  10000.0
34  1.35237229e+17  2.02689791e+07  2.17342113e-16  10000.0
35  1.44618081e+17  2.03279399e+07  1.89490412e-16  10000.0
36  1.54649645e+17  2.03832730e+07  1.65239625e-16  10000.0
37  1.65377058e+17  2.04352039e+07  1.44118400e-16  10000.0
38  1.76848587e+17  2.04839163e+07  1.25718088e-16  10000.0
39  1.89115850e+17  2.05296141e+07  1.09684369e-16  10000.0
40  2.02234042e+17  2.05724623e+07  9.57096941e-17  10000.0
41  2.16262189e+17  2.06126449e+07  8.35270927e-17  10000.0
42  2.31263411e+17  2.06503050e+07  7.29046167e-17  10000.0
43  2.47305207e+17  2.06856150e+07  6.36407814e-17  10000.0
44  2.64459757e+17  2.07186852e+07  5.55603941e-17  10000.0
45  2.82804247e+17  2.07496857e+07  4.85111310e-17  10000.0
46  3.02421219e+17  2.07787264e+07  4.23604632e-17  10000.0
47  3.23398941e+17  2.08059360e+07  3.69930850e-17  10000.0
48  3.45831801e+17  2.08314166e+07  3.23085825e-17  10000.0
49  3.69820737e+17  2.08552916e+07  2.82196348e-17  10000.0
50  3.95473687e+17  2.08776418e+07  2.46500505e-17  10000.0
51  4.22906077e+17  2.08985606e+07  2.15335279e-17  10000.0
52  4.52241340e+17  2.09181576e+07  1.88122737e-17  10000.0
53  4.83611470e+17  2.09365031e+07  1.64359749e-17  10000.0
54  5.17157617e+17  2.09536979e+07  1.43606556e-17  10000.0
55  5.53030723e+17  2.09697613e+07  1.25480770e-17  10000.0
56  5.91392200e+17  2.09848092e+07  1.09648452e-17  10000.0
57  6.32414655e+17  2.09989083e+07  9.58182890e-18  10000.0
58  6.76282670e+17  2.10120689e+07  8.37363219e-18  10000.0
59  7.23193629e+17  2.10243934e+07  7.31809679e-18  10000.0
60  7.73358610e+17  2.10359683e+07  6.39585653e-18  10000.0
61  8.27003329e+17  2.10467387e+07  5.59005066e-18  10000.0
62  8.84369164e+17  2.10568511e+07  4.88592520e-18  10000.0
63  9.45714231e+17  2.10663431e+07  4.27064236e-18  10000.0
64  1.01131455e+18  2.10751756e+07  3.73294897e-18  10000.0
65  1.08146530e+18  2.10834403e+07  3.26304368e-18  10000.0
66  1.15648212e+18  2.10911818e+07  2.85236544e-18  10000.0
67  1.23670255e+18  2.10984332e+07  2.49343635e-18  10000.0
68  1.32248754e+18  2.11052326e+07  2.17972424e-18  10000.0
69  1.41422309e+18  2.11115852e+07  1.90552292e-18  10000.0
70  1.51232195e+18  2.11174705e+07  1.66584746e-18  10000.0
71  1.61722553e+18  2.11230000e+07  1.45634286e-18  10000.0
72  1.72940585e+18  2.11282365e+07  1.27321333e-18  10000.0
73  1.84936765e+18  2.11330691e+07  1.11313053e-18  10000.0
74  1.97765071e+18  2.11375802e+07  9.73185207e-19  10000.0
75  2.11483224e+18  2.11419054e+07  8.50851905e-19  10000.0
76  2.26152949e+18  2.11457843e+07  7.43903154e-19  10000.0
77  2.41840253e+18  2.11496012e+07  6.50407212e-19  10000.0
78  2.58615721e+18  2.11529667e+07  5.68667412e-19  10000.0
79  2.76554835e+18  2.11562745e+07  4.97207610e-19  10000.0
80  2.95738311e+18  2.11592826e+07  4.34728498e-19  10000.0
81  3.16252467e+18  2.11620804e+07  3.80108888e-19  10000.0
82  3.38189605e+18  2.11648785e+07  3.32351725e-19  10000.0
83  3.61648433e+18  2.11672323e+07  2.90597400e-19  10000.0
84  3.86734504e+18  2.11695194e+07  2.54092670e-19  10000.0
85  4.13560693e+18  2.11718066e+07  2.22173650e-19  10000.0
86  4.42247705e+18  2.11738162e+07  1.94264481e-19  10000.0
87  4.72924617e+18  2.11755909e+07  1.69865170e-19  10000.0
88  5.05729461e+18  2.11773657e+07  1.48530373e-19  10000.0
89  5.40809843e+18  2.11791406e+07  1.29875194e-19  10000.0
90  5.78323607e+18  2.11807857e+07  1.13563075e-19  10000.0
91  6.18439547e+18  2.11820454e+07  9.93015506e-20  10000.0
92  6.61338166e+18  2.11833051e+07  8.68315465e-20  10000.0
93  7.07212486e+18  2.11845649e+07  7.59274898e-20  10000.0
94  7.56268920e+18  2.11858248e+07  6.63927333e-20  10000.0
95  8.08728198e+18  2.11870848e+07  5.80553242e-20  10000.0
96  8.64826362e+18  2.11882369e+07  5.07649030e-20  10000.0
97  9.24815825e+18  2.11889740e+07  4.43907658e-20  10000.0
98  9.88966512e+18  2.11897112e+07  3.88172587e-20  10000.0
99  1.05756707e+19  2.11904485e+07  3.39435363e-20  10000.0
100  1.13092617e+19  2.11911857e+07  2.96817368e-20  10000.0
101  1.20937388e+19  2.11919230e+07  2.59550299e-20  10000.0
