# 1D spherical import for Sirocco — Owocki+2017 super-Eddington wind
# f=m/m_max=0.94, Γ₀=1.212766, m=0.164912, w_sg=0 (tiring_solver, runs_f/)
# m_sph = 0.2/Γ₀ (Ṁ_out=Ṁ, h=0.3) → R = ṀGM/(0.2 L_Edd)
# M_bh=1.989e+39 g, Ṁ=15.0 M☉/yr
# L_o=1.784e+44 erg/s,  κ_es=0.34 cm²/g
# Heating radius R = 4.2658e+15 cm; τ_es(R) ≈ 1259
# r_in  (τ_es=100)  = 2.5087e+16 cm
# r_ph  (τ_es=1)    = 2.0505e+18 cm
# r_out (=10×r_ph)  = 2.0505e+19 cm
# n_cells=100, T_core=4466 K
# i  r(cm)  v_r(cm/s)  mass_rho(g/cm^3)  t_e(K)
26  1.34138022e+17  1.15820624e+07  3.87022936e-16  10000.0
27  1.43441862e+17  1.16392483e+07  3.36727332e-16  10000.0
28  1.53391018e+17  1.16930592e+07  2.93062502e-16  10000.0
29  1.64030249e+17  1.17436854e+07  2.55137226e-16  10000.0
30  1.75407419e+17  1.17912778e+07  2.22182772e-16  10000.0
31  1.87573713e+17  1.18360236e+07  1.93536220e-16  10000.0
32  2.00583863e+17  1.18780642e+07  1.68625318e-16  10000.0
33  2.14496399e+17  1.19175450e+07  1.46955250e-16  10000.0
34  2.29373912e+17  1.19546284e+07  1.28097986e-16  10000.0
35  2.45283332e+17  1.19894407e+07  1.11683464e-16  10000.0
36  2.62296232e+17  1.20221264e+07  9.73911062e-17  10000.0
37  2.80489151e+17  1.20527793e+07  8.49430117e-17  10000.0
38  2.99943934e+17  1.20815436e+07  7.40985454e-17  10000.0
39  3.20748104e+17  1.21085175e+07  6.46487238e-17  10000.0
40  3.42995256e+17  1.21338109e+07  5.64125231e-17  10000.0
41  3.66785475e+17  1.21575237e+07  4.92323247e-17  10000.0
42  3.92225788e+17  1.21797558e+07  4.29716275e-17  10000.0
43  4.19430647e+17  1.22005955e+07  3.75116645e-17  10000.0
44  4.48522439e+17  1.22201406e+07  3.27492059e-17  10000.0
45  4.79632045e+17  1.22384160e+07  2.85943879e-17  10000.0
46  5.12899418e+17  1.22555628e+07  2.49691963e-17  10000.0
47  5.48474223e+17  1.22716316e+07  2.18056087e-17  10000.0
48  5.86516504e+17  1.22866737e+07  1.90445147e-17  10000.0
49  6.27197405e+17  1.23007487e+07  1.66344161e-17  10000.0
50  6.70699941e+17  1.23139260e+07  1.45304401e-17  10000.0
51  7.17219822e+17  1.23262877e+07  1.26934818e-17  10000.0
52  7.66966330e+17  1.23378489e+07  1.10894580e-17  10000.0
53  8.20163267e+17  1.23486783e+07  9.68879809e-18  10000.0
54  8.77049953e+17  1.23587959e+07  8.46549879e-18  10000.0
55  9.37882312e+17  1.23683005e+07  7.39708026e-18  10000.0
56  1.00293401e+18  1.23772112e+07  6.46384137e-18  10000.0
57  1.07249772e+18  1.23855052e+07  5.64860666e-18  10000.0
58  1.14688637e+18  1.23932772e+07  4.93641152e-18  10000.0
59  1.22643464e+18  1.24005635e+07  4.31419463e-18  10000.0
60  1.31150038e+18  1.24073974e+07  3.77055515e-18  10000.0
61  1.40246631e+18  1.24137332e+07  3.29554087e-18  10000.0
62  1.49974165e+18  1.24196636e+07  2.88046357e-18  10000.0
63  1.60376403e+18  1.24252408e+07  2.51773788e-18  10000.0
64  1.71500142e+18  1.24305270e+07  2.20077857e-18  10000.0
65  1.83395426e+18  1.24353481e+07  1.92376694e-18  10000.0
66  1.96115769e+18  1.24399127e+07  1.68165216e-18  10000.0
67  2.09718397e+18  1.24442292e+07  1.47006815e-18  10000.0
68  2.24264507e+18  1.24481646e+07  1.28511870e-18  10000.0
69  2.39819538e+18  1.24519751e+07  1.12347210e-18  10000.0
70  2.56453468e+18  1.24553992e+07  9.82168439e-19  10000.0
71  2.74241132e+18  1.24587023e+07  8.58663069e-19  10000.0
72  2.93262551e+18  1.24617706e+07  7.50688209e-19  10000.0
73  3.13603299e+18  1.24645652e+07  6.56316784e-19  10000.0
74  3.35354886e+18  1.24673604e+07  5.73809982e-19  10000.0
75  3.58615167e+18  1.24697762e+07  5.01680268e-19  10000.0
76  3.83488786e+18  1.24720614e+07  4.38631090e-19  10000.0
77  4.10087645e+18  1.24743469e+07  3.83505681e-19  10000.0
78  4.38531405e+18  1.24764197e+07  3.35308214e-19  10000.0
79  4.68948030e+18  1.24781933e+07  2.93179044e-19  10000.0
80  5.01474358e+18  1.24799673e+07  2.56344001e-19  10000.0
81  5.36256719e+18  1.24817414e+07  2.24136916e-19  10000.0
82  5.73451591e+18  1.24834509e+07  1.95976332e-19  10000.0
83  6.13226307e+18  1.24847102e+07  1.71358275e-19  10000.0
84  6.55759805e+18  1.24859697e+07  1.49834990e-19  10000.0
85  7.01243435e+18  1.24872293e+07  1.31015115e-19  10000.0
86  7.49881818e+18  1.24884890e+07  1.14559092e-19  10000.0
87  8.01893769e+18  1.24897488e+07  1.00170011e-19  10000.0
88  8.57513280e+18  1.24909670e+07  8.75882567e-20  10000.0
89  9.16990571e+18  1.24917042e+07  7.65886796e-20  10000.0
90  9.80593218e+18  1.24924415e+07  6.69716379e-20  10000.0
91  1.04860736e+19  1.24931787e+07  5.85621832e-20  10000.0
92  1.12133897e+19  1.24939161e+07  5.12086819e-20  10000.0
93  1.19911526e+19  1.24946535e+07  4.47785407e-20  10000.0
94  1.28228614e+19  1.24953909e+07  3.91558156e-20  10000.0
95  1.37122576e+19  1.24961283e+07  3.42391215e-20  10000.0
96  1.46633425e+19  1.24968658e+07  2.99398039e-20  10000.0
97  1.56803948e+19  1.24976034e+07  2.61803405e-20  10000.0
98  1.67679901e+19  1.24983410e+07  2.28929431e-20  10000.0
99  1.79310212e+19  1.24985605e+07  2.00186075e-20  10000.0
100  1.91747204e+19  1.24986015e+07  1.75058987e-20  10000.0
101  2.05046828e+19  1.24986425e+07  1.53085817e-20  10000.0
