# 1D spherical import for Sirocco — Owocki+2017 super-Eddington wind
# f=m/m_max=0.9, Γ₀=1.222222, m=0.163636, w_sg=0 (tiring_solver, runs_f/)
# m_sph = 0.2/Γ₀ (Ṁ_out=Ṁ, h=0.3) → R = ṀGM/(0.2 L_Edd)
# M_bh=1.989e+39 g, Ṁ=2.5 M☉/yr
# L_o=1.798e+44 erg/s,  κ_es=0.34 cm²/g
# Heating radius R = 7.1096e+14 cm; τ_es(R) ≈ 227
# r_in  (τ_es=100)  = 1.2191e+15 cm
# r_ph  (τ_es=1)    = 8.2588e+16 cm
# r_out (=10×r_ph)  = 8.2588e+17 cm
# n_cells=100, T_core=20299 K
# i  r(cm)  v_r(cm/s)  mass_rho(g/cm^3)  t_e(K)
18  3.69221251e+15  3.98884488e+07  2.48137765e-14  10000.0
19  3.94090074e+15  4.05230911e+07  2.14299913e-14  10000.0
20  4.20633931e+15  4.11315995e+07  1.85243234e-14  10000.0
21  4.48965644e+15  4.17141778e+07  1.60264138e-14  10000.0
22  4.79205634e+15  4.22711555e+07  1.38767126e-14  10000.0
23  5.11482433e+15  4.28029606e+07  1.20247493e-14  10000.0
24  5.45933229e+15  4.33101047e+07  1.04276844e-14  10000.0
25  5.82704451e+15  4.37931784e+07  9.04911110e-15  10000.0
26  6.21952391e+15  4.42528252e+07  7.85804211e-15  10000.0
27  6.63843869e+15  4.46897412e+07  6.82806882e-15  10000.0
28  7.08556938e+15  4.51046616e+07  5.93665519e-15  10000.0
29  7.56281647e+15  4.54983475e+07  5.16454454e-15  10000.0
30  8.07220845e+15  4.58715711e+07  4.49526107e-15  10000.0
31  8.61591041e+15  4.62251335e+07  3.91469181e-15  10000.0
32  9.19623331e+15  4.65598182e+07  3.41073241e-15  10000.0
33  9.81564375e+15  4.68764262e+07  2.97298859e-15  10000.0
34  1.04767744e+16  4.71757475e+07  2.59252650e-15  10000.0
35  1.11824355e+16  4.74585599e+07  2.26165746e-15  10000.0
36  1.19356261e+16  4.77256254e+07  1.97375829e-15  10000.0
37  1.27395478e+16  4.79776922e+07  1.72311851e-15  10000.0
38  1.35976175e+16  4.82154906e+07  1.50480791e-15  10000.0
39  1.45134823e+16  4.84397238e+07  1.31456905e-15  10000.0
40  1.54910349e+16  4.86510732e+07  1.14871899e-15  10000.0
41  1.65344305e+16  4.88502237e+07  1.00407154e-15  10000.0
42  1.76481037e+16  4.90377848e+07  8.77867019e-16  10000.0
43  1.88367881e+16  4.92143849e+07  7.67713339e-16  10000.0
44  2.01055362e+16  4.93805956e+07  6.71536255e-16  10000.0
45  2.14597405e+16  4.95370024e+07  5.87534935e-16  10000.0
46  2.29051570e+16  4.96841441e+07  5.14145559e-16  10000.0
47  2.44479292e+16  4.98225083e+07  4.50008950e-16  10000.0
48  2.60946145e+16  4.99526214e+07  3.93943560e-16  10000.0
49  2.78522120e+16  5.00749150e+07  3.44921043e-16  10000.0
50  2.97281921e+16  5.01898356e+07  3.02046442e-16  10000.0
51  3.17305284e+16  5.02978297e+07  2.64540457e-16  10000.0
52  3.38677318e+16  5.03993055e+07  2.31723781e-16  10000.0
53  3.61488860e+16  5.04945824e+07  2.03004496e-16  10000.0
54  3.85836869e+16  5.05840792e+07  1.77866291e-16  10000.0
55  4.11824833e+16  5.06681377e+07  1.55858882e-16  10000.0
56  4.39563211e+16  5.07470109e+07  1.36589059e-16  10000.0
57  4.69169903e+16  5.08210702e+07  1.19713796e-16  10000.0
58  5.00770746e+16  5.08905966e+07  1.04933313e-16  10000.0
59  5.34500059e+16  5.09558413e+07  9.19857999e-17  10000.0
60  5.70501202e+16  5.10170672e+07  8.06426535e-17  10000.0
61  6.08927195e+16  5.10744981e+07  7.07037169e-17  10000.0
62  6.49941363e+16  5.11283983e+07  6.19942550e-17  10000.0
63  6.93718032e+16  5.11789981e+07  5.43613877e-17  10000.0
64  7.40443269e+16  5.12263762e+07  4.76713406e-17  10000.0
65  7.90315676e+16  5.12709167e+07  4.18071102e-17  10000.0
66  8.43547228e+16  5.13125938e+07  3.66663434e-17  10000.0
67  9.00364181e+16  5.13517137e+07  3.21594192e-17  10000.0
68  9.61008029e+16  5.13884086e+07  2.82078599e-17  10000.0
69  1.02573653e+17  5.14228309e+07  2.47429902e-17  10000.0
70  1.09482481e+17  5.14551569e+07  2.17046559e-17  10000.0
71  1.16856651e+17  5.14853409e+07  1.90402001e-17  10000.0
72  1.24727507e+17  5.15137263e+07  1.67034899e-17  10000.0
73  1.33128503e+17  5.15402899e+07  1.46540417e-17  10000.0
74  1.42095346e+17  5.15653188e+07  1.28565203e-17  10000.0
75  1.51666150e+17  5.15886033e+07  1.12798311e-17  10000.0
76  1.61881592e+17  5.16104793e+07  9.89678327e-18  10000.0
77  1.72785094e+17  5.16310096e+07  8.68355180e-18  10000.0
78  1.84422999e+17  5.16502565e+07  7.61926091e-18  10000.0
79  1.96844773e+17  5.16682907e+07  6.68557159e-18  10000.0
80  2.10103213e+17  5.16851933e+07  5.86642877e-18  10000.0
81  2.24254673e+17  5.17010578e+07  5.14776838e-18  10000.0
82  2.39359301e+17  5.17159931e+07  4.51724016e-18  10000.0
83  2.55481298e+17  5.17299118e+07  3.96401427e-18  10000.0
84  2.72689189e+17  5.17428391e+07  3.47859603e-18  10000.0
85  2.91056114e+17  5.17551179e+07  3.05266874e-18  10000.0
86  3.10660140e+17  5.17666234e+07  2.67894689e-18  10000.0
87  3.31584591e+17  5.17772300e+07  2.35099892e-18  10000.0
88  3.53918404e+17  5.17875274e+07  2.06323384e-18  10000.0
89  3.77756506e+17  5.17966902e+07  1.81071007e-18  10000.0
90  4.03200219e+17  5.18057773e+07  1.58911424e-18  10000.0
91  4.30357688e+17  5.18137874e+07  1.39465012e-18  10000.0
92  4.59344343e+17  5.18216623e+07  1.22400067e-18  10000.0
93  4.90283389e+17  5.18289024e+07  1.07423247e-18  10000.0
94  5.23306327e+17  5.18355631e+07  9.42811459e-19  10000.0
95  5.58553519e+17  5.18422246e+07  8.27468425e-19  10000.0
96  5.96174778e+17  5.18480027e+07  7.26240247e-19  10000.0
97  6.36330009e+17  5.18534474e+07  6.37407393e-19  10000.0
98  6.79189888e+17  5.18588926e+07  5.59440469e-19  10000.0
99  7.24936586e+17  5.18639690e+07  4.91010368e-19  10000.0
100  7.73764543e+17  5.18681938e+07  4.30958701e-19  10000.0
101  8.25881297e+17  5.18724191e+07  3.78253246e-19  10000.0
