# 1D spherical import for Sirocco — Owocki+2017 super-Eddington wind
# f=m/m_max=0.6, Γ₀=1.333333, m=0.150000, w_sg=0 (tiring_solver, runs_f/)
# m_sph = 0.2/Γ₀ (Ṁ_out=Ṁ, h=0.3) → R = ṀGM/(0.2 L_Edd)
# M_bh=1.989e+39 g, Ṁ=15.0 M☉/yr
# L_o=1.961e+44 erg/s,  κ_es=0.34 cm²/g
# Heating radius R = 4.2658e+15 cm; τ_es(R) ≈ 142
# r_in  (τ_es=100)  = 4.6081e+15 cm
# r_ph  (τ_es=1)    = 3.1823e+17 cm
# r_out (=10×r_ph)  = 3.1823e+18 cm
# n_cells=100, T_core=10670 K
# i  r(cm)  v_r(cm/s)  mass_rho(g/cm^3)  t_e(K)
21  1.70360336e+16  6.98848259e+07  3.98006128e-15  10000.0
22  1.81869809e+16  7.05681449e+07  3.45711453e-15  10000.0
23  1.94156858e+16  7.12073140e+07  3.00512249e-15  10000.0
24  2.07274014e+16  7.18054050e+07  2.61400756e-15  10000.0
25  2.21277360e+16  7.23652161e+07  2.27521664e-15  10000.0
26  2.36226766e+16  7.28893236e+07  1.98147049e-15  10000.0
27  2.52186147e+16  7.33800982e+07  1.72655889e-15  10000.0
28  2.69223738e+16  7.38397332e+07  1.50517186e-15  10000.0
29  2.87412381e+16  7.42702571e+07  1.31276011e-15  10000.0
30  3.06829841e+16  7.46735567e+07  1.14541920e-15  10000.0
31  3.27559137e+16  7.50513778e+07  9.99792483e-16  10000.0
32  3.49688895e+16  7.54053571e+07  8.72990135e-16  10000.0
33  3.73313731e+16  7.57370144e+07  7.62520688e-16  10000.0
34  3.98534651e+16  7.60477670e+07  6.66233465e-16  10000.0
35  4.25459485e+16  7.63389408e+07  5.82269861e-16  10000.0
36  4.54203350e+16  7.66117722e+07  5.09021968e-16  10000.0
37  4.84889138e+16  7.68674264e+07  4.45097455e-16  10000.0
38  5.17648046e+16  7.71069799e+07  3.89289443e-16  10000.0
39  5.52620131e+16  7.73314521e+07  3.40551059e-16  10000.0
40  5.89954916e+16  7.75417915e+07  2.97973520e-16  10000.0
41  6.29812024e+16  7.77388848e+07  2.60767240e-16  10000.0
42  6.72361861e+16  7.79235647e+07  2.28245865e-16  10000.0
43  7.17786347e+16  7.80966143e+07  1.99812344e-16  10000.0
44  7.66279693e+16  7.82587639e+07  1.74946996e-16  10000.0
45  8.18049228e+16  7.84106982e+07  1.53197339e-16  10000.0
46  8.73316292e+16  7.85530606e+07  1.34169056e-16  10000.0
47  9.32317176e+16  7.86864568e+07  1.17518495e-16  10000.0
48  9.95304135e+16  7.88114332e+07  1.02945965e-16  10000.0
49  1.06254647e+17  7.89285368e+07  9.01900053e-17  10000.0
50  1.13433166e+17  7.90382577e+07  7.90224475e-17  10000.0
51  1.21096663e+17  7.91410638e+07  6.92440816e-17  10000.0
52  1.29277903e+17  7.92373845e+07  6.06809469e-17  10000.0
53  1.38011864e+17  7.93276179e+07  5.31810743e-17  10000.0
54  1.47335888e+17  7.94121691e+07  4.66116692e-17  10000.0
55  1.57289839e+17  7.94913782e+07  4.08566546e-17  10000.0
56  1.67916275e+17  7.95655920e+07  3.58145625e-17  10000.0
57  1.79260628e+17  7.96351271e+07  3.13966539e-17  10000.0
58  1.91371402e+17  7.97002681e+07  2.75252999e-17  10000.0
59  2.04300373e+17  7.97612869e+07  2.41326092e-17  10000.0
60  2.18102821e+17  7.98184656e+07  2.11591584e-17  10000.0
61  2.32837757e+17  7.98720263e+07  1.85529539e-17  10000.0
62  2.48568178e+17  7.99222025e+07  1.62684761e-17  10000.0
63  2.65361340e+17  7.99692144e+07  1.42658869e-17  10000.0
64  2.83289042e+17  8.00132570e+07  1.25102904e-17  10000.0
65  3.02427931e+17  8.00545072e+07  1.09711410e-17  10000.0
66  3.22859835e+17  8.00931676e+07  9.62168073e-18  10000.0
67  3.44672111e+17  8.01293630e+07  8.43847137e-18  10000.0
68  3.67958015e+17  8.01632839e+07  7.40098588e-18  10000.0
69  3.92817104e+17  8.01950569e+07  6.49123725e-18  10000.0
70  4.19355664e+17  8.02248264e+07  5.69346459e-18  10000.0
71  4.47687157e+17  8.02527287e+07  4.99386225e-18  10000.0
72  4.77932714e+17  8.02788330e+07  4.38032326e-18  10000.0
73  5.10221648e+17  8.03032975e+07  3.84224681e-18  10000.0
74  5.44692010e+17  8.03262246e+07  3.37033378e-18  10000.0
75  5.81491174e+17  8.03476962e+07  2.95643750e-18  10000.0
76  6.20776475e+17  8.03678054e+07  2.59341577e-18  10000.0
77  6.62715874e+17  8.03866593e+07  2.27500682e-18  10000.0
78  7.07488681e+17  8.04043312e+07  1.99572062e-18  10000.0
79  7.55286321e+17  8.04208321e+07  1.75074702e-18  10000.0
80  8.06313149e+17  8.04363481e+07  1.53586342e-18  10000.0
81  8.60787328e+17  8.04508522e+07  1.34737223e-18  10000.0
82  9.18941760e+17  8.04644149e+07  1.18202700e-18  10000.0
83  9.81025081e+17  8.04771467e+07  1.03698379e-18  10000.0
84  1.04730273e+18  8.04890811e+07  9.09748622e-19  10000.0
85  1.11805806e+18  8.05002554e+07  7.98132427e-19  10000.0
86  1.19359360e+18  8.05107120e+07  7.00216574e-19  10000.0
87  1.27423228e+18  8.05204991e+07  6.14318274e-19  10000.0
88  1.36031888e+18  8.05296721e+07  5.38961572e-19  10000.0
89  1.45222145e+18  8.05382953e+07  4.72852623e-19  10000.0
90  1.55033293e+18  8.05464412e+07  4.14855612e-19  10000.0
91  1.65507277e+18  8.05538809e+07  3.63974281e-19  10000.0
92  1.76688880e+18  8.05609363e+07  3.19334984e-19  10000.0
93  1.88625907e+18  8.05676639e+07  2.80172811e-19  10000.0
94  2.01369394e+18  8.05737344e+07  2.45814279e-19  10000.0
95  2.14973826e+18  8.05796645e+07  2.15670340e-19  10000.0
96  2.29497368e+18  8.05849728e+07  1.89223961e-19  10000.0
97  2.45002114e+18  8.05902235e+07  1.66021095e-19  10000.0
98  2.61554355e+18  8.05948219e+07  1.45664139e-19  10000.0
99  2.79224857e+18  8.05994206e+07  1.27803757e-19  10000.0
100  2.98089172e+18  8.06035049e+07  1.12133519e-19  10000.0
101  3.18227952e+18  8.06073930e+07  9.83853099e-20  10000.0
