# 1D spherical import for Sirocco — pure escape velocity
# M_bh=1e6 Msun, L=L_Edd=1.439e+44, Mdot=20 Msun/yr
# r_in=6.4000e+15 (= 1.6e15 * Mdot/5), tau_es(r_in)=53.49
# T_eff=8379.8, T_color=22661.8, W=0.018697
# r_out=1.8308e+20, n_cells=100
# i   r(cm)   v_r(cm/s)   mass_rho(g/cm^3)   t_e(K)
89  5.34404864e+19  2.22889849e+06  1.70193650e-20  10000.0
90  5.92154544e+19  2.11742461e+06  1.45913796e-20  10000.0
91  6.56144859e+19  2.01152588e+06  1.25097710e-20  10000.0
92  7.27050194e+19  1.91092347e+06  1.07251250e-20  10000.0
93  8.05617809e+19  1.81535247e+06  9.19507694e-21  10000.0
94  8.92675720e+19  1.72456127e+06  7.88330577e-21  10000.0
95  9.89141416e+19  1.63831081e+06  6.75867208e-21  10000.0
96  1.09603154e+20  1.55637399e+06  5.79447882e-21  10000.0
97  1.21447258e+20  1.47853508e+06  4.96783753e-21  10000.0
98  1.34571278e+20  1.40458912e+06  4.25912502e-21  10000.0
99  1.49113527e+20  1.33434143e+06  3.65151755e-21  10000.0
100  1.65227262e+20  1.26760703e+06  3.13059146e-21  10000.0
101  1.83082304e+20  1.20421021e+06  2.68398077e-21  10000.0
